can_id,is_extended,dlc,rx_count,frames_per_second,avg_period_ms,min_period_ms,max_period_ms,representative_payload,payload_changes,unique_payloads,dbc_message,transmitter,receivers,signals,dbc_cycle_ms,classification,evidence
0x3D1,no,8,650,10.001863,99.987196,99.049807,100.924969,010006B380000030,no,1,TSG_BT_01,Gateway|Gateway_PAG,DDA|OTA_FC|ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,BT_Tuer_geoeffnet|BT_verriegelt|BT_gesafet|BT_Schluesselschalter_auf|BT_Schluesselschalter_zu|BT_Unlock_Taster|BT_Lock_Taster|BT_Sperrklinke|BT_TAG_betaetigt|BT_TIG_betaetigt|BT_EC_Spiegel_Helligkeit|BT_Sp_Heizung_Anf|BT_Tuer_Status|BT_TSG_hinten_verbaut|BT_Sp_Blk_def|BT_FH_S_ManHoch|BT_FH_S_AutoHoch|BT_FH_S_ManTief|BT_FH_S_AutoTief|BT_FH_Oeffnung|BT_FH_Bew_hoch|BT_FH_Bew_tief|BT_FH_Fang|BT_FH_Block|BT_FH_Thermo|BT_UEKB_aktiviert|BT_Kisi_Fehler|BT_FH_normiert|BT_Schliesstaster|BT_Zuziehhilfe_aktiv|BT_SP_ausgerastet|BT_SP_lr_aktiv|BT_SP_ht_aktiv|BT_SP_Heizung_aktiv|BT_Oben_Block_erw|BT_Unten_Block_erw|BT_Tuer_Status_QBit|BFS_Status_eTAG|BT_TCR_Mode_aktiv|BT_SP_Heizung_Status|ASW_Warnung_aktiv_BFS|BT_FH_Pos_oben|BT_Tuerschloss_defekt|BT_Tueroeffnen_Warnung|BT_Lock_Taster_inv|BT_Schluesselschalter_zu_inv|BT_SWA_HMI_defekt|BT_ASW_HMI_defekt,500,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x3F8,no,8,130,2.000373,500.034844,499.780893,500.317097,0000000200000000,no,1,HLR_02,Gateway|Gateway_PAG,BedienSG_hi|ZR_High,HLR_FlHz_Freigabe_Ruhesitz|HLR_FlHz_Freigabe_VR|HLR_FlHz_Freigabe_VL|HLR_FlHz_Freigabe_HR|HLR_FlHz_Freigabe_HL|HLR_TCH_Freigabe|HLR_SIH_Freigabe_Fond|HLR_Sp_Heizung_Freigabe_BT|HLR_Sp_Heizung_Freigabe_FT|HLR_KRH_Freigabe_VL|HLR_KRH_Freigabe_VR|HLR_SIH_Freigabe_VL|HLR_SIH_Freigabe_VR|HLR_SIH_Freigabe_HL|HLR_SIH_Freigabe_HR|HLR_SIL_Freigabe_VL|HLR_SIL_Freigabe_VR|HLR_SIL_Freigabe_HL|HLR_SIL_Freigabe_HR|HLR_FSH_Freigabe|HLR_HSH_Freigabe|HLR_LRH_Freigabe|HLR_PTC_linear_Freigabe|HLR_PTC_Freigabe,500,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x3FE,no,8,65,1.000186,1000.072017,999.830961,1000.507116,0000000000000020,no,1,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x466,no,8,130,2.000373,500.031349,499.488831,500.573158,0000000000000000,no,1,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x484,no,8,65,1.000186,1000.069063,999.824047,1000.315905,1CF88F010B28F87F,yes,7,NavData_01,ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,BedienSG_hi|Gateway|Gateway_PAG|OTA_FC,ND_VDOP|ND_TDOP|ND_HDOP|ND_GDOP|ND_PDOP|ND_Heading|ND_Init,200,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x485,no,8,65,1.000186,1000.069361,999.819040,1000.312090,171D0015BC66796A,yes,65,NavData_02,ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,BedienSG_hi|Gateway|Gateway_PAG|OTA_FC,ND_SatInUse|POS_Guete_horizontal_verfuegbar|ND_SatInView|POS_Guete_horizontal|NP_Altitude|ND_UTC,200,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x486,no,8,65,1.000186,1000.065669,999.812126,1000.319004,F9E93DE2388E3CEE,yes,26,NavPos_01,ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,BedienSG_hi|Gateway|Gateway_PAG|OTA_FC,NP_LatDegree|NP_LongDegree|NP_LatDirection|NP_LongDirection|NP_Sat|NP_Fix,200,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x497,no,8,65,1.000186,999.988955,994.714022,1000.265121,0000000046440020,no,1,Parkhilfe_01,Gateway|Gateway_PAG,ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,PH_Visualisierung|PDC_Tonausgabe_Front|PDC_Tonausgabe_Heck|PH_nachtr_Stopp_Anf|PH_Abschaltursache|PH_Opt_Anzeige_V_ein|PH_Opt_Anzeige_H_ein|PH_Opt_Anz_V_Hindernis|PH_Opt_Anz_H_Hindernis|PH_Tongeber_V_aktiv|PH_Tongeber_H_aktiv|PH_Tongeber_mute|PH_Anf_Audioabsenkung|PH_Tongeber_H_verfuegbar|PLA_Anf_Aufschaltung_RVC|PH_Taster|PH_Anf_Verdeck|PH_Frequenz_hinten|PH_Lautstaerke_hinten|PH_Frequenz_vorn|PH_Lautstaerke_vorn|PH_StartStopp_Info|PH_Stoermeldung|PH_defekt|PH_gestoert|PH_Systemzustand|PH_Display_Kundenwunsch,100,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x49A,no,8,650,10.001863,100.002727,99.478960,100.546122,0000000000000000,no,1,Mem_FS_01,Gateway|Gateway_PAG,ZR_High,FS_Fond_Bed_enable|FS_Lehne_nicht_verriegelt|FS_Spezialposition_anfahren|FS_Gurtbringer_Sperre|FS_BFS_Sitzsym_Anfahrt|FS_Sitzfahrt_aktiv|FS_SLV_aktiv|FS_SHV_aktiv|FS_LNV_aktiv|FS_SNV_aktiv|FS_KSV_aktiv|FS_LKV_aktiv|FS_STV_aktiv|FS_LHV_aktiv|FS_LWV_aktiv|FS_GHV_aktiv|FS_BFS_KSS_Anfahrt|FS_MMB_lokal_Stop|FS_NFA_einfahren|FS_Kollisionsbereich_Windschott|FS_MMB_storage|FS_MMB_tipp|FS_MMB_tast|FS_MMB_store_LED_on|FS_MMB_storage_beep|FS_MMB_store|FS_MMB_glob_stop|FS_EE_Fond_FS_enable|FS_EE_Fond_BFS_enable|FS_BFS_Fond_Verst_enable|FS_EE_BFS_enable|FS_Kollisionsgefahr_Windschott,100,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x503,no,8,650,10.001863,100.005857,99.018097,100.981951,4602000000000000,yes,16,HVK_01,Gateway|Gateway_PAG,OTA_FC|ZR_High,HVK_01_CRC|HVK_01_BZ|HVK_Istmodus_Anf|HVK_TN1_Sollmodus|HVK_MO_EmSollzustand|HVK_BMS_Sollmodus|HVK_DCDC_Sollmodus|HVK_EKK_Sollmodus|HVK_HVPTC_Sollmodus|HVK_HVLM_Sollmodus|HVK_HV_Netz_Warnungen|HV_Bordnetz_aktiv|HV_Bordnetz_Fehler|HVK_Gesamtst_Spgfreiheit|HVK_AktiveEntladung_Anf|HVK_Iso_Messung_Start|HVK_AIAD_Sollmodus_2|HVK_DCDC_EKK_Sollmodus,100,Possible P-CAN,Powertrain message/signal semantics observed; DBC transmitter is gateway or domain can be shared
0x504,no,8,650,10.001863,100.007262,99.342108,100.764990,8102000000000000,yes,16,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x50F,no,8,650,10.001863,99.995479,99.179029,100.962877,0000E43F00FE0000,no,1,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x520,no,8,325,5.000931,200.010784,199.942827,200.064898,3E07000C00AA120A,yes,23,Airbag_02,Gateway|Gateway_PAG,BedienSG_hi|GurtMikrofon|ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,Airbag_02_CRC|Airbag_02_BZ|LoGeWa_Event_Kombiwarnung|AB_Anforderung_eCall|AB_Anprall_Seite_Beifahrer|AB_Anprall_Rollover|AB_Anprall_FGS|AB_Anprall_Front_Beifahrer|AB_Anprall_Front_Fahrer|AB_Anprall_Heck_Beifahrer|AB_Anprall_Heck_Fahrer|AB_Wickelklappung_Reihe2_MI|AB_Belegung_VB|AB_Abschaltanf_SIH_BF|AB_Anprall_Seite_Fahrer|SC_PAO_Schriftzug_Anf|SC_PAO_ON_Anf|SC_PAO_OFF_Anf|AB_Crashschwere|AB_Anforderung_USM|AB_Gurtschloss_FA|AB_Gurtschloss_BF|AB_Gurtschloss_Reihe2_FA|AB_Gurtschloss_Reihe2_MI|AB_Gurtschloss_Reihe2_BF|AB_Gurtschloss_Reihe3_FA|AB_Gurtschloss_Reihe3_MI|AB_Gurtschloss_Reihe3_BF|AB_Sitzpos_Sens_FA|AB_Sitzpos_Sens_BF|AB_Wickelklappung_Reihe2_BF|AB_Wickelklappung_Reihe2_FA,200,Ambiguous,DBC mapping lacks domain-specific evidence
0x54B,no,8,130,2.000373,500.010666,498.971939,501.057148,4000000000000000,no,1,Parkhilfe_04,Gateway|Gateway_PAG,ZR_LIMU|ZR_MIB_TOP_ab_Gen3,PH_Verschmutzungsmeldung|PH_Aufschaltursache|PH_Ton_Ausgabe|PH_Ton_Pausenlaenge|PH_Ton_Richtung|PH_Ton_Lautstaerke|BCM_WAH_Meldung|PDC_Charisma_Status|PDC_Charisma_FahrPr,500,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x552,no,8,650,10.001863,100.007729,99.333048,100.733995,00000000FCE73F00,no,1,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x556,no,8,68,1.046349,960.051284,959.494114,960.594893,001000009200FEFE,no,1,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x583,no,8,324,4.985544,200.015050,198.358059,201.664925,0050801F03044000,no,1,ZV_02,Gateway|Gateway_PAG,BedienDisp_vo|DDA|OTA_FC|ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,BCM_FH_Freigabe|BCM_Komfortfkt_Freigabe|BCM_HSK_Freigabe|BCM_Verdeck_Freigabe|ZV_verriegelt_intern_ist|ZV_verriegelt_extern_ist|ZV_verriegelt_intern_soll|ZV_verriegelt_extern_soll|ZV_gesafet_extern_ist|ZV_gesafet_extern_soll|ZV_Einzeltuerentriegelung|ZV_Heckeinzelentriegelung|ZV_FT_offen|ZV_BT_offen|ZV_HFS_offen|ZV_HBFS_offen|ZV_HD_offen|ZV_HS_offen|IRUE_aktiv|DWA_aktiv|HD_Hauptraste|HD_Vorraste|FFB_CarFinder|FFB_Komfortoeffnen|FFB_Komfortschliessen|ZV_Schluessel_Zugang|ZV_SafeFunktion_aktiv|FBS_Warn_Schluessel_Batt|ZV_Oeffnungsmodus|HFS_verriegelt|HFS_gesafet|HBFS_verriegelt|HBFS_gesafet|ZV_ist_Zustand_verfuegbar|IRUE_Taster_Fkts_LED|ZV_Tankklappe_offen|ZV_Rollo_auf|ZV_Rollo_zu|ZV_SAD_auf|ZV_SAD_zu|BCM_Tankklappensteller_Fehler|ZV_verriegelt_soll,200,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x585,no,8,65,1.000186,1000.070609,999.716997,1000.543118,3F2C025C160300FC,no,1,Systeminfo_01,Gateway|Gateway_PAG,BedienDisp_vo|BedienSG_hi|DDA|OTA_FC|ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,SI_Sammel_SG_Fehler|SI_Diagnose_Aktiv|SI_QRS_Mode|SI_T_Mode|SI_NWDF|SI_NWDF_gueltig|SI_Sammelfehler|GW_KD_Fehler|SI_T_Schutz|SI_BUS_01|SI_BUS_02|SI_BUS_03|SI_BUS_04|SI_BUS_05|SI_BUS_06|SI_BUS_07|SI_BUS_08|SI_BUS_09|SI_BUS_10|SI_BUS_11|SI_BUS_12|SI_BUS_13|SI_BUS_14|SI_BUS_15|SI_Bus_Identifikation|SI_CAB,1000,Ambiguous,DBC mapping lacks domain-specific evidence
0x588,no,8,130,2.000373,500.012450,499.027014,500.540972,0000000000000000,no,1,HLR_01,Gateway|Gateway_PAG,ZR_High,FSH_LED|HSH_LED|SIH_Stufe_LED_li|SIH_Stufe_LED_re|SIL_Stufe_LED_li|SIL_Stufe_LED_re|KRH_Stufe_LED_li|KRH_Stufe_LED_re|BCM1_TCH_HLR_Anf|HLR_SIH_Freigabe_Fond|SIL_Stufe_LED_HL|SIL_Stufe_LED_HR|SIH_Stufe_LED_HL|SIH_Stufe_LED_HR,500,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x58F,no,8,203,3.123659,320.018316,318.981886,321.047068,0020FEB3FE0E0000,yes,2,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x590,no,8,324,4.985544,200.015811,197.868109,202.152967,000000000030917E,no,1,Kessy_12,Gateway|Gateway_PAG,ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,FBS_Warn_Schluessel_Batt|KY_FFB_Frequenz|KY_HF_Aktiv|KY_LF_Aktiv|KY_KYL_Fahrer_Hinweise|KY_StartStopp_Info|KY_Keyless_Verbau|KY_Keyless_Go_Verbau|KY_Transponder_aktiv|KYL_Warn_kein_Schluessel|KYL_Warn_Kessy_defekt|KYL_Warn_Notzuendschloss|KY_Fzg_Verlassen_erkannt|KY_Fzg_Zugang_erkannt|KY_Indikator_Mehrere_Schluessel|KY_NFC_Fahrer_Hinweise|KST_Wegstrecke_Challenge,200,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x5A0,no,8,65,1.000186,1000.068873,1000.037909,1000.123024,109D812E78000000,yes,15,RLS_01,Gateway|Gateway_PAG,OTA_FC|ZR_High,LS_Helligkeit_IR|LS_Helligkeit_FW|LS_defekt|LS_Verbau|RS_Regenmenge|RS_Verbau|RS_Verglasung_schliessen|RS_defekt|RS_Wischergeschwindigkeit|RLS_Vorfeldhelligkeit_Boost,200,Ambiguous,DBC mapping lacks domain-specific evidence
0x5A1,no,8,130,2.000373,499.979125,499.257088,500.700951,80B510F801000000,no,1,Klima_13,Gateway|Gateway_PAG,BedienDisp_vo|ZR_High,KL_Temp_Soll_hl|KL_Temp_Soll_hr|KL_Temp_Soll_vl|KL_Temp_Soll_vr|KL_SIH_Stufe_hl|KL_SIH_Stufe_hr|KL_SIL_Stufe_hl|KL_SIL_Stufe_hr|KL_SIL_LEL_Verteilung_HR|KL_SIL_LEL_Verteilung_HL|KL_SIH_LEH_Verteilung_HR|KL_PTC_linear_Anf|KL_SIH_LEH_Verteilung_HL|KL_Frischluftklappe_Status,500,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x5AC,no,8,650,10.001863,100.007725,98.776102,101.454020,1C081E80FEF70700,no,1,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x5BB,no,8,130,2.000373,499.994125,497.204065,502.922058,0909000000000000,no,1,SoSe_01,Gateway|Gateway_PAG,ZR_High,SoSe_SunInt_2D_Li|SoSe_SunInt_2D_Re,500,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x5E0,no,8,130,2.000373,499.922155,499.021053,500.699043,0000008009008000,yes,2,SAD_01,Gateway|Gateway_PAG,BedienDisp_vo|BedienSG_hi|DDA|OTA_FC|ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,MD1_Position|MD1_Lage|MD3_Position|MD3_Lage|MRollo_Position|MRollo_Lage|SAD_normiert|SAD_Thermoschutz|SAD_UEKB_aktiv|Rollo_normiert|Rollo_Thermoschutz|Rollo_UEKB_aktiv|SAD_Taster_Deckel_hi|SAD_Taster_Deckel_vo|SAD_Taster_Rollo_hi|SAD_Taster_Rollo_vo|SAD_Anf_ESC_Zuschaltung|SAD_Text|SAD_ToggleBit|SAD_ParityBit,500,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x5E1,no,8,325,5.000931,199.999198,197.089911,202.948093,BC1A0060AD000000,yes,6,Klima_Sensor_02,Gateway|Gateway_PAG,ZR_LIMU|ZR_MIB_TOP_ab_Gen3,BCM1_Aussen_Temp_ungef|BCM_Heizungsabsperrventil_Status|BCM_Heizungspumpe_Status|BCM_Kompressorkupplung_Status|BCM1_PTC_stufig_Status|BCM1_FStatus_Aussentemp_ungef|BCM1_Kompressorstrom_ist|BCM1_OBD_FStatus_ATemp,1000,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x5E9,no,8,325,5.000931,199.991846,199.229956,200.683117,00E1430000000000,yes,5,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x5F0,no,8,685,10.540424,94.911864,58.145046,201.581001,FFFF7FAE097E0000,yes,27,Dimmung_01,Gateway|Gateway_PAG,BedienDisp_vo|BedienSG_hi|OTA_FC|ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,DI_KL_58xd|DI_KL_58xs|DI_Display_Nachtdesign|DI_KL_58xt|DI_Fotosensor|BCM1_Stellgroesse_Kl_58s,200,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x5F5,no,8,130,2.000373,500.034210,499.688864,500.388145,3D02F8BF4763A047,no,1,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x5F7,no,8,130,2.000373,500.034218,499.689102,500.388861,002211A9FFFDE7FF,no,1,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x640,no,8,203,3.123659,320.017039,318.932056,321.064949,80928BB67E421104,yes,2,Motor_07,Gateway|Gateway_PAG,BedienSG_hi|OTA_FC|ZR_High,MO_QBit_Ansaugluft_Temp|MO_QBit_Oel_Temp|MO_QBit_Kuehlmittel_Temp|MO_KL15_Abschaltempfehlung|MO_HYB_Fehler_HV_Netz|MO_aktives_Getriebeheizen|MO_Absperrventil_oeffnen|MO_Ansaugluft_Temp|MO_Oel_Temp|MO_Kuehlmittel_Temp|MO_Hoeheninfo|MO_Kennfeldk|MO_Versionsinfo_02|MO_QBit_Hoeheninfo|MO_Getriebe_kuehlen|MO_Mom_Traegheit_02|MO_Heizungspumpenansteuerung|MO_SpannungsAnf|MO_Nachlaufzeit_Heizungspumpe,320,Possible P-CAN,Powertrain message/signal semantics observed; DBC transmitter is gateway or domain can be shared
0x641,no,8,68,1.046349,960.051284,959.378004,960.700989,485B0EC614140024,yes,16,Motor_Code_01,Gateway|Gateway_PAG,ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,Motor_Code_01_CRC|Motor_Code_01_BZ|MO_Faktor_Momente_02|MO_Hybridfahrzeug|MO_Code|MO_Getriebe_Code|MO_StartStopp_Codiert|MO_Anzeige_StSt_gueltig|MO_Anzahl_Zyl|MO_Kraftstoffart|MO_Hubraum|MO_Ansaugsystem|MO_Leistung|MO_OBD_Typ|MO_DPF_verbaut|TSK_Codierung,960,Possible P-CAN,Powertrain message/signal semantics observed; DBC transmitter is gateway or domain can be shared
0x643,no,8,65,1.000186,1000.043955,999.289989,1000.637054,0213120000000000,no,1,Einheiten_01,Gateway|Gateway_PAG,BedienDisp_vo|BedienSG_hi|OTA_FC|ZR_High|ZR_Standard,KBI_Einheit_Datum|KBI_Einheit_Druck|KBI_Einheit_Streckenanz|KBI_MFA_v_Einheit_02|KBI_Einheit_Temp|KBI_Einheit_Uhrzeit|KBI_Einheit_Verbrauch|KBI_Einheit_Volumen|KBI_Einheit_Verbrauch_elektr|KBI_Einheit_Sprache|KBI_Einheit_Verbrauch_Gas|KBI_Einheit_Masse,1000,Ambiguous,DBC mapping lacks domain-specific evidence
0x647,no,8,203,3.123659,320.015767,319.149971,320.871115,B8FEFF7F00000069,yes,4,Motor_09,Gateway|Gateway_PAG,OTA_FC|ZR_High,MO_ITM_Kuehlmittel_Temp|MO_E85_Sensor|SCR_Anz_Motorstarts|SCR_Reichweite|MO_Ethanol_Spuelhinweis|SCR_Warnstufe_1|SCR_Warnstufe_2|SCR_Text|SCR_Akustik|SCR_verbaut|MO_Kraftstofffilter_Wasser|SCR_Systemfehler|SCR_Inducement_Strategie|MO_CO2_Faktor|MO_MKB_MUX|MO_MKB_01|MO_MKB_02|MO_MKB_03|MO_MKB_04,320,Possible P-CAN,Powertrain message/signal semantics observed; DBC transmitter is gateway or domain can be shared
0x648,no,8,65,1.000186,999.962360,999.567032,1000.399113,33883300B0163363,no,1,Klima_07,Gateway|Gateway_PAG,ZR_High,KL_AUTO_HL_Soll|KL_AUTO_HR_Soll|KL_AC_Fond_Soll|KL_Fondbedienung_aktiv|KL_Status_Soll|KL_Befehlszaehler_FH|KL_Luftmenge_HR_Soll|KL_Luftmenge_HL_Soll|KL_Luftverteilung_HR_Soll|KL_Luftverteilung_HL_Soll|KL_SL_HL_Soll|KL_SL_HR_Soll|KL_SH_HR_Soll|KL_SH_HL_Soll|KL_Temp_HL_Soll|KL_Temp_HR_Soll|KL_Luftmenge_HR_max|KL_Luftmenge_HL_max|KL_Luftmenge_HR_offset|KL_Luftmenge_HL_offset,1000,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x64F,no,8,65,1.000186,1000.028796,998.898983,1000.846863,0000C0FE00000000,no,1,BCM1_04,Gateway|Gateway_PAG,ZR_High,CHA_Kombi_Texte|BCM1_HUD_Eyeboxposition|BCM1_HUD_Eyeboxposition_Status|BCM1_HUD_Taster|BCM1_Stellgroesse_Kl_58s|BCM1_LDS_Stellung|BCM1_Lichtwarn_Texte|CHA_Drehschalter_Modus|KRH_Stufe_LED_li|KRH_Stufe_LED_re|BCM1_Spannungs_Anf|LV_Laserlicht_Texte|BCM1_Hinweis_Lichtnachlauf|LV_LED_Scheinwerfer_li_def|LV_LED_Scheinwerfer_re_def|BCM1_Status_Ladeanzeige,1000,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x650,no,8,65,1.000186,1000.009764,998.129845,1001.970053,0097430000000000,no,1,Radio_01,ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,Gateway|Gateway_PAG,RA_Radio_on|RA_PowerAmpOn|RA_Radio_mute|RA_VNC_OFF|RA_Radio_Surround|RA_Radio_Error_Flag|RA_Frequency|RA_Frequency_unit|RA_AM_Tuning,1000,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x65A,no,8,65,1.000186,1000.023782,998.776913,1001.209974,00800638000E0000,no,1,BCM_01,Gateway|Gateway_PAG,DDA|OTA_FC|ZR_High,BCM_Bremsbelag_Sensor|BCM_Bremsfluessigkeit_Sensor|BCM1_Licht_Warn|BCM_Waschwasser_Sensor|BCM_Kuehlmittel_Sensor|BCM1_Kl_15_HW_erkannt|BCM1_Kl_15_Sig_HW_erkannt|BCM_Kuehlmittel_Sensor_02|BCM1_Hinweis_Lichtnachlauf|BCM_Offroad_Taste|BCM_Hybrid_StSt_Taste_Fehler|BCM_Hybrid_StartStopp_Taste|BCM1_Warnblink_Taster|BCM1_Valet_Parking_Taster|BCM1_LDS_Stellung|BCM1_Rueckfahrlicht_Schalter|BCM1_MH_Schalter|BCM1_MH_WIV_Schalter|BCM_Eco_Charisma_Taste|BCM1_NV_Taster|BCM1_AFS_Lampe|BCM1_Reisemodus_Texte|BCM1_Lichtwarn_Texte|Gong_TFL_Umschaltung|UGDO_Function_01|APS_Tongeber_defekt|BCM1_EasyEntry_Status|BCM1_Lenksaeule_aktiv|BCM1_St_SW_Diebstahl_links|BCM1_St_SW_Diebstahl_rechts|ISP_Dimmung_ASP_02|BCM1_Schluesselsuche_Anf|BCM1_Fahrlicht_Hinweis|BCM_HDF_betaetigt,1000,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x65D,no,8,65,1.000186,1000.069249,999.839067,1000.311852,BF3C30120000347E,yes,16,ESP_20,Gateway|Gateway_PAG,ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,ESP_20_CRC|ESP_20_BZ|BR_Systemart|ESP_SpannungsAnf_02|ESP_Zaehnezahl|ESP_Charisma_FahrPr|ESP_Charisma_Status|ESP_Wiederstart_Anz_01|ESP_Wiederstart_Anz_02|ESP_Wiederstart_Anz_03|ESP_Wiederstart_Anz_04|ESP_Stoppverbot_Anz_01|ESP_Stoppverbot_Anz_02|ESP_Stoppverbot_Anz_03|ESP_Stoppverbot_Anz_04|ESP_Stoppverbot_Anz_05|ESP_Stoppverbot_Anz_06|ESP_Stoppverbot_Anz_07|ESP_Stoppverbot_Anz_Std|ESP_Dachrelingsensor|ESP_Stoppverbot_Anz_08|HDC_Charisma_FahrPr|HDC_Charisma_Status|BR_QBit_Reifenumfang|BR_Reifenumfang,160,Possible P-CAN,Powertrain message/signal semantics observed; DBC transmitter is gateway or domain can be shared
0x663,no,8,650,10.001863,100.006755,99.721909,100.331068,6000200700B72704,no,1,NVEM_02,Gateway|Gateway_PAG,BedienDisp_vo|BedienSG_hi|DDA|OTA_FC|ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,BEM_02_Abschaltstufen|BEM_STH_Zielzeit|BEM_MMI_Vorwarnung|NVEM_Anf_SD_schalten|BEM_Generatordiagnose|BEM_Red_Innengeblaese|BEM_STH_Einschaltverbot|BEM_HL_Regelung_Status|BEM_Ladezustand|BEM_Batteriediagnose|MIB_Stromsparmodus|BEM_REK_aktiv|NVEM_Last_Anf|BEM_UBDM|BEM_UGenSoll|BEM_Anf_KL15_schalten|NVEM_Batterie_Service|NVEM_Freigabe_OnlineUpdate|NVEM_Freigabe_ORU4,100,Ambiguous,DBC mapping lacks domain-specific evidence
0x668,no,8,325,5.000931,199.991846,198.284149,201.701880,020000000029BA2A,no,1,Klima_12,Gateway|Gateway_PAG,OTA_FC|ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,KL_LRH_Taster|KL_LRH_Stufe|HSH_Taster|FSH_Taster|KL_Zuheizer_Freigabe|KL_Beschlagsgefahr|KL_SIH_Soll_li|KL_SIH_Soll_re|KRH_Soll_li|KL_SIL_Soll_li|KL_SIL_Soll_re|KRH_Soll_re|KL_Geblspng_Soll|KL_Geblspng_Fond_Soll|KL_I_Geblaese|KL_Kompressorstrom_soll|KL_Umluftklappe_Status|KL_PTC_Verbauinfo,200,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
